English,Maths,Science,School,Area
62.9,68.3,47.6,Barnston Primary School,Barnston
43.9,51.3,73.0,Barnston Primary School,Barnston
39.7,86.4,34.0,Barnston Primary School,Barnston
64.1,35.6,35.7,Barnston Primary School,Barnston
34.5,65.0,58.8,Barnston Primary School,Barnston
56.3,55.6,56.2,Barnston Primary School,Barnston
40.2,57.9,30.8,Barnston Primary School,Barnston
71.5,73.9,28.7,Barnston Primary School,Barnston
68.4,47.2,62.2,Barnston Primary School,Barnston
69.7,62.8,36.1,Barnston Primary School,Barnston
39.5,42.1,50.7,Barnston Primary School,Barnston
30.7,20.8,61.0,Barnston Primary School,Barnston
44.4,41.8,55.7,Barnston Primary School,Barnston
60.1,67.1,69.9,Barnston Primary School,Barnston
45.4,56.1,57.9,Barnston Primary School,Barnston
48.2,69.5,44.3,Barnston Primary School,Barnston
54.2,33.4,57.9,Barnston Primary School,Barnston
83.0,69.1,39.4,Bedford Drive Primary School,Rock Ferry
78.9,63.0,73.7,Bedford Drive Primary School,Rock Ferry
78.4,75.8,67.9,Bedford Drive Primary School,Rock Ferry
62.7,73.8,68.3,Bedford Drive Primary School,Rock Ferry
91.4,48.0,64.7,Bedford Drive Primary School,Rock Ferry
0.0,56.2,75.1,Bedford Drive Primary School,Rock Ferry
82.2,67.2,68.8,Bedford Drive Primary School,Rock Ferry
49.5,64.2,58.5,Bedford Drive Primary School,Rock Ferry
67.7,43.5,40.0,Bedford Drive Primary School,Rock Ferry
95.1,56.6,63.7,Bedford Drive Primary School,Rock Ferry
47.2,89.4,56.0,Bedford Drive Primary School,Rock Ferry
62.0,66.7,62.1,Bedford Drive Primary School,Rock Ferry
64.2,68.6,64.4,Bedford Drive Primary School,Rock Ferry
69.6,59.1,72.0,Bedford Drive Primary School,Rock Ferry
48.8,73.8,74.1,Bedford Drive Primary School,Rock Ferry
78.8,87.2,83.5,Bedford Drive Primary School,Rock Ferry
36.5,70.2,53.5,Bedford Drive Primary School,Rock Ferry
78.2,54.4,63.4,Bedford Drive Primary School,Rock Ferry
76.2,64.4,53.7,Bedford Drive Primary School,Rock Ferry
62.9,48.8,66.6,Bedford Drive Primary School,Rock Ferry
27.7,70.6,53.0,Bedford Drive Primary School,Rock Ferry
55.8,69.5,54.9,Bedford Drive Primary School,Rock Ferry
69.9,65.9,51.0,Bedford Drive Primary School,Rock Ferry
61.6,62.5,51.2,Bedford Drive Primary School,Rock Ferry
39.9,71.6,45.9,Bedford Drive Primary School,Rock Ferry
55.1,59.2,72.5,Bedford Drive Primary School,Rock Ferry
72.4,80.6,60.2,Bedford Drive Primary School,Rock Ferry
49.8,64.5,58.7,Bedford Drive Primary School,Rock Ferry
74.3,68.7,57.1,Bedford Drive Primary School,Rock Ferry
48.1,75.4,59.1,Bedford Drive Primary School,Rock Ferry
92.0,78.7,50.1,Bedford Drive Primary School,Rock Ferry
75.1,56.1,71.6,Bedford Drive Primary School,Rock Ferry
52.5,60.4,24.6,Bedford Drive Primary School,Rock Ferry
46.1,73.3,51.8,Bedford Drive Primary School,Rock Ferry
0.0,79.9,81.3,Bedford Drive Primary School,Rock Ferry
79.6,68.1,64.5,Bedford Drive Primary School,Rock Ferry
59.1,74.3,51.3,Bedford Drive Primary School,Rock Ferry
57.1,69.5,74.0,Bedford Drive Primary School,Rock Ferry
63.9,21.4,68.4,Bedford Primary School,Bootle
30.2,62.8,49.3,Bedford Primary School,Bootle
49.8,21.3,62.5,Bedford Primary School,Bootle
50.5,44.3,47.5,Bedford Primary School,Bootle
62.5,14.7,57.4,Bedford Primary School,Bootle
64.1,14.8,55.8,Bedford Primary School,Bootle
36.3,69.5,50.5,Bedford Primary School,Bootle
79.8,64.1,37.1,Bedford Primary School,Bootle
48.1,47.8,65.4,Bedford Primary School,Bootle
20.0,32.0,35.5,Bedford Primary School,Bootle
52.6,85.8,46.5,Bedford Primary School,Bootle
30.7,55.7,57.8,Bedford Primary School,Bootle
55.2,64.4,52.6,Bedford Primary School,Bootle
51.4,53.5,46.6,Bedford Primary School,Bootle
36.7,65.8,43.2,Bedford Primary School,Bootle
35.9,39.8,27.1,Bedford Primary School,Bootle
49.7,47.3,47.8,Bedford Primary School,Bootle
43.1,59.7,44.5,Bedford Primary School,Bootle
49.8,41.3,39.1,Bedford Primary School,Bootle
34.2,66.6,55.1,Bedford Primary School,Bootle
65.2,34.1,92.5,Bedford Primary School,Bootle
17.5,51.6,51.2,Bedford Primary School,Bootle
64.4,32.1,38.7,Bedford Primary School,Bootle
39.5,43.2,61.4,Bedford Primary School,Bootle
53.6,70.0,55.5,Bedford Primary School,Bootle
32.7,69.4,36.7,Bedford Primary School,Bootle
48.6,48.5,82.2,Bedford Primary School,Bootle
66.8,81.5,32.0,Bedford Primary School,Bootle
40.9,76.6,45.3,Bedford Primary School,Bootle
33.1,66.6,49.9,Bedford Primary School,Bootle
66.4,62.6,66.1,Bedford Primary School,Bootle
51.6,62.7,64.5,Bedford Primary School,Bootle
63.0,56.0,59.1,Bedford Primary School,Bootle
67.8,71.5,50.2,Bedford Primary School,Bootle
54.2,22.5,31.4,Bedford Primary School,Bootle
39.3,33.2,30.7,Bedford Primary School,Bootle
42.7,59.9,59.9,Bedford Primary School,Bootle
24.2,50.1,53.8,Bedford Primary School,Bootle
33.9,0.9,51.7,Bedford Primary School,Bootle
60.5,33.2,63.5,Bedford Primary School,Bootle
40.6,62.6,50.8,Bedford Primary School,Bootle
30.0,50.7,39.8,Bedford Primary School,Bootle
57.8,60.8,55.5,Bedford Primary School,Bootle
44.3,47.7,80.4,Bedford Primary School,Bootle
54.7,42.1,75.3,Bedford Primary School,Bootle
63.3,56.0,47.2,Bedford Primary School,Bootle
63.1,63.2,72.6,Bedford Primary School,Bootle
58.1,54.3,53.4,Bedford Primary School,Bootle
52.2,45.6,65.5,Belle Vale Community Primary School,Gateacre
62.5,55.6,73.6,Belle Vale Community Primary School,Gateacre
60.3,33.5,25.6,Belle Vale Community Primary School,Gateacre
57.7,49.0,63.6,Belle Vale Community Primary School,Gateacre
90.4,47.5,21.7,Belle Vale Community Primary School,Gateacre
56.6,52.3,72.7,Belle Vale Community Primary School,Gateacre
59.9,61.4,43.3,Belle Vale Community Primary School,Gateacre
42.1,43.4,53.2,Belle Vale Community Primary School,Gateacre
48.1,65.7,77.2,Belle Vale Community Primary School,Gateacre
36.6,70.1,29.4,Belle Vale Community Primary School,Gateacre
54.1,64.8,35.6,Belle Vale Community Primary School,Gateacre
43.6,59.7,69.9,Belle Vale Community Primary School,Gateacre
66.7,42.0,32.0,Belle Vale Community Primary School,Gateacre
71.2,48.1,29.0,Belle Vale Community Primary School,Gateacre
62.4,64.6,75.2,Belle Vale Community Primary School,Gateacre
50.5,32.4,32.6,Belle Vale Community Primary School,Gateacre
44.5,57.4,90.6,Belle Vale Community Primary School,Gateacre
55.5,52.4,34.6,Belle Vale Community Primary School,Gateacre
48.8,57.7,48.3,Belle Vale Community Primary School,Gateacre
73.2,28.0,75.2,Belle Vale Community Primary School,Gateacre
66.0,53.7,41.8,Belle Vale Community Primary School,Gateacre
46.8,60.3,66.9,Belle Vale Community Primary School,Gateacre
34.2,75.6,61.6,Belle Vale Community Primary School,Gateacre
64.2,65.9,55.4,Belle Vale Community Primary School,Gateacre
65.6,78.8,34.5,Belle Vale Community Primary School,Gateacre
73.6,56.2,32.4,Belle Vale Community Primary School,Gateacre
24.4,58.7,71.6,Belle Vale Community Primary School,Gateacre
51.3,30.3,43.3,Belle Vale Community Primary School,Gateacre
32.4,71.6,63.7,Belle Vale Community Primary School,Gateacre
47.3,42.7,81.2,Belle Vale Community Primary School,Gateacre
52.5,59.5,85.5,Belle Vale Community Primary School,Gateacre
62.7,41.9,29.1,Belle Vale Community Primary School,Gateacre
65.9,76.2,51.2,Belle Vale Community Primary School,Gateacre
35.4,60.9,49.2,Belle Vale Community Primary School,Gateacre
47.8,57.5,57.1,Belle Vale Community Primary School,Gateacre
30.8,66.2,59.6,Belle Vale Community Primary School,Gateacre
57.3,34.0,58.3,Belle Vale Community Primary School,Gateacre
61.7,58.9,54.4,Belle Vale Community Primary School,Gateacre
43.3,62.8,32.2,Belle Vale Community Primary School,Gateacre
82.9,25.5,32.0,Belle Vale Community Primary School,Gateacre
49.4,69.7,32.0,Belle Vale Community Primary School,Gateacre
49.5,77.1,28.0,Belle Vale Community Primary School,Gateacre
52.6,45.4,26.3,Belle Vale Community Primary School,Gateacre
53.6,63.5,40.1,Belle Vale Community Primary School,Gateacre
76.5,44.9,55.4,Belle Vale Community Primary School,Gateacre
45.9,50.8,59.9,Belle Vale Community Primary School,Gateacre
50.8,95.9,68.3,Belle Vale Community Primary School,Gateacre
44.5,43.4,44.2,Belle Vale Community Primary School,Gateacre
59.5,60.4,28.1,Belvedere Preparatory School,Aigburth
34.1,68.8,60.4,Belvedere Preparatory School,Aigburth
66.4,62.0,47.4,Belvedere Preparatory School,Aigburth
32.8,74.2,10.9,Belvedere Preparatory School,Aigburth
56.7,55.9,51.5,Belvedere Preparatory School,Aigburth
65.5,77.4,44.1,Belvedere Preparatory School,Aigburth
57.9,57.8,32.2,Belvedere Preparatory School,Aigburth
27.1,61.4,48.2,Belvedere Preparatory School,Aigburth
48.7,48.5,11.9,Belvedere Preparatory School,Aigburth
67.5,20.4,53.4,Belvedere Preparatory School,Aigburth
68.5,32.0,68.2,Belvedere Preparatory School,Aigburth
57.6,45.8,46.5,Belvedere Preparatory School,Aigburth
61.9,95.3,63.6,Belvedere Preparatory School,Aigburth
49.5,40.8,44.2,Belvedere Preparatory School,Aigburth
50.5,4.0,17.3,Belvedere Preparatory School,Aigburth
55.7,81.9,63.8,Belvedere Preparatory School,Aigburth
54.1,44.5,39.8,Belvedere Preparatory School,Aigburth
48.6,53.2,57.1,Belvedere Preparatory School,Aigburth
42.9,39.4,34.9,Belvedere Preparatory School,Aigburth
45.7,61.5,24.8,Belvedere Preparatory School,Aigburth
33.3,61.5,51.8,Belvedere Preparatory School,Aigburth
62.7,61.2,38.3,Belvedere Preparatory School,Aigburth
68.5,61.9,88.4,Belvedere Preparatory School,Aigburth
40.2,26.2,73.3,Belvedere Preparatory School,Aigburth
72.8,34.9,21.7,Belvedere Preparatory School,Aigburth
53.0,42.6,45.7,Belvedere Preparatory School,Aigburth
49.1,83.2,27.4,Belvedere Preparatory School,Aigburth
56.1,48.2,53.3,Belvedere Preparatory School,Aigburth
66.5,73.1,55.7,Belvedere Preparatory School,Aigburth
37.7,81.7,69.8,Belvedere Preparatory School,Aigburth
67.4,61.4,50.8,Belvedere Preparatory School,Aigburth
49.1,71.2,35.9,Belvedere Preparatory School,Aigburth
64.2,16.2,83.7,Belvedere Preparatory School,Aigburth
65.2,67.6,11.3,Belvedere Preparatory School,Aigburth
75.5,55.5,62.6,Belvedere Preparatory School,Aigburth
47.1,50.3,31.0,Belvedere Preparatory School,Aigburth
50.0,28.6,80.3,Belvedere Preparatory School,Aigburth
46.7,45.7,40.5,Belvedere Preparatory School,Aigburth
26.7,26.5,60.9,Belvedere Preparatory School,Aigburth
52.2,25.8,28.1,Belvedere Preparatory School,Aigburth
45.4,58.8,60.4,Belvedere Preparatory School,Aigburth
55.1,7.5,82.9,Belvedere Preparatory School,Aigburth
52.2,35.8,75.8,Belvedere Preparatory School,Aigburth
47.5,28.8,12.8,Belvedere Preparatory School,Aigburth
52.0,51.2,51.6,Belvedere Preparatory School,Aigburth
44.2,20.1,25.7,Belvedere Preparatory School,Aigburth
56.9,59.7,36.2,Belvedere Preparatory School,Aigburth
58.7,58.2,50.7,Belvedere Preparatory School,Aigburth
65.0,48.2,52.1,Belvedere Preparatory School,Aigburth
43.9,35.3,72.1,Bidston Avenue Primary School,Birkenhead
92.8,51.6,91.1,Bidston Avenue Primary School,Birkenhead
63.7,60.0,79.4,Bidston Avenue Primary School,Birkenhead
91.6,96.4,36.9,Bidston Avenue Primary School,Birkenhead
61.5,62.6,67.8,Bidston Avenue Primary School,Birkenhead
65.7,74.8,63.3,Bidston Avenue Primary School,Birkenhead
79.1,65.3,65.4,Bidston Avenue Primary School,Birkenhead
62.8,53.5,30.0,Bidston Avenue Primary School,Birkenhead
75.9,80.6,90.8,Bidston Avenue Primary School,Birkenhead
44.2,87.5,78.6,Bidston Avenue Primary School,Birkenhead
66.7,54.1,0.0,Bidston Avenue Primary School,Birkenhead
67.2,70.2,63.0,Bidston Avenue Primary School,Birkenhead
42.2,71.0,80.5,Bidston Avenue Primary School,Birkenhead
0.0,40.2,74.0,Bidston Avenue Primary School,Birkenhead
46.8,30.7,40.9,Bidston Avenue Primary School,Birkenhead
69.7,33.2,55.8,Bidston Avenue Primary School,Birkenhead
34.0,85.8,65.1,Bidston Avenue Primary School,Birkenhead
55.5,83.6,51.4,Bidston Avenue Primary School,Birkenhead
54.2,75.8,57.8,Bidston Avenue Primary School,Birkenhead
54.9,34.2,79.1,Bidston Avenue Primary School,Birkenhead
73.2,61.6,54.1,Bidston Avenue Primary School,Birkenhead
71.9,63.0,42.7,Bidston Avenue Primary School,Birkenhead
79.3,88.3,49.2,Bidston Avenue Primary School,Birkenhead
18.1,74.9,53.8,Bidston Avenue Primary School,Birkenhead
68.1,57.0,63.0,Bidston Avenue Primary School,Birkenhead
54.8,48.1,66.8,Bidston Avenue Primary School,Birkenhead
84.7,49.7,55.3,Bidston Avenue Primary School,Birkenhead
52.3,57.0,43.1,Bidston Avenue Primary School,Birkenhead
68.2,52.7,68.8,Bidston Avenue Primary School,Birkenhead
49.1,78.6,82.5,Bidston Avenue Primary School,Birkenhead
91.1,74.2,63.6,Bidston Avenue Primary School,Birkenhead
68.4,65.1,52.5,Bidston Avenue Primary School,Birkenhead
64.3,37.6,66.5,Bidston Avenue Primary School,Birkenhead
31.6,0.0,70.8,Bidston Avenue Primary School,Birkenhead
49.3,56.3,68.7,Bidston Avenue Primary School,Birkenhead
47.3,74.2,56.1,Bidston Village CofE Primary School,Bidston
29.7,70.1,58.0,Bidston Village CofE Primary School,Bidston
93.8,71.7,58.5,Bidston Village CofE Primary School,Bidston
52.1,7.9,46.7,Bidston Village CofE Primary School,Bidston
28.1,63.7,54.6,Bidston Village CofE Primary School,Bidston
0.0,80.5,71.1,Bidston Village CofE Primary School,Bidston
51.0,51.4,67.0,Bidston Village CofE Primary School,Bidston
78.4,97.6,59.7,Bidston Village CofE Primary School,Bidston
36.6,61.2,75.5,Bidston Village CofE Primary School,Bidston
55.5,65.4,48.9,Bidston Village CofE Primary School,Bidston
40.4,19.0,46.2,Bidston Village CofE Primary School,Bidston
64.3,49.9,61.7,Bidston Village CofE Primary School,Bidston
48.8,65.7,64.2,Bidston Village CofE Primary School,Bidston
34.2,29.3,49.0,Bidston Village CofE Primary School,Bidston
56.7,48.5,51.9,Bidston Village CofE Primary School,Bidston
44.2,62.2,70.4,Bidston Village CofE Primary School,Bidston
37.9,98.9,47.0,Bidston Village CofE Primary School,Bidston
24.0,85.7,53.5,Bidston Village CofE Primary School,Bidston
56.8,73.6,43.3,Bidston Village CofE Primary School,Bidston
63.3,64.4,62.4,Bidston Village CofE Primary School,Bidston
43.3,40.8,77.4,Bidston Village CofE Primary School,Bidston
48.7,74.8,57.0,Bidston Village CofE Primary School,Bidston
56.5,60.7,26.6,Bidston Village CofE Primary School,Bidston
60.2,50.4,52.3,Bidston Village CofE Primary School,Bidston
59.1,83.0,65.5,Bidston Village CofE Primary School,Bidston
74.3,79.3,49.8,Bidston Village CofE Primary School,Bidston
49.4,74.1,52.5,Bidston Village CofE Primary School,Bidston
39.8,67.2,54.6,Bidston Village CofE Primary School,Bidston
74.2,33.6,34.6,Bidston Village CofE Primary School,Bidston
48.3,23.4,50.0,Bidston Village CofE Primary School,Bidston
46.5,58.5,80.7,Bidston Village CofE Primary School,Bidston
65.5,52.5,55.0,Bidston Village CofE Primary School,Bidston
52.0,42.3,45.8,Bidston Village CofE Primary School,Bidston
79.6,41.6,60.8,Bidston Village CofE Primary School,Bidston
39.8,42.2,63.3,Bidston Village CofE Primary School,Bidston
39.4,28.0,44.4,Bidston Village CofE Primary School,Bidston
90.4,20.2,61.6,Bidston Village CofE Primary School,Bidston
63.5,40.0,53.4,Bidston Village CofE Primary School,Bidston
66.5,76.8,77.7,Bidston Village CofE Primary School,Bidston
49.5,59.8,38.9,Bidston Village CofE Primary School,Bidston
29.4,48.8,67.1,Bidston Village CofE Primary School,Bidston
41.9,57.1,62.7,Bidston Village CofE Primary School,Bidston
54.4,51.1,60.3,Bidston Village CofE Primary School,Bidston
77.1,72.9,55.0,Bidston Village CofE Primary School,Bidston
45.9,0.0,57.4,Bidston Village CofE Primary School,Bidston
82.7,70.4,60.8,Birkdale Primary School,Birkdale
49.7,67.1,64.1,Birkdale Primary School,Birkdale
60.2,69.6,35.2,Birkdale Primary School,Birkdale
55.1,49.6,35.0,Birkdale Primary School,Birkdale
52.7,92.6,57.2,Birkdale Primary School,Birkdale
13.7,60.8,66.2,Birkdale Primary School,Birkdale
75.1,41.1,42.8,Birkdale Primary School,Birkdale
71.6,63.3,32.6,Birkdale Primary School,Birkdale
75.0,50.1,44.5,Birkdale Primary School,Birkdale
91.8,66.5,35.7,Birkdale Primary School,Birkdale
39.8,35.8,69.9,Birkdale Primary School,Birkdale
42.0,99.9,55.4,Birkdale Primary School,Birkdale
63.4,33.3,51.6,Birkdale Primary School,Birkdale
51.1,-6.5,66.7,Birkdale Primary School,Birkdale
69.1,69.1,43.2,Birkdale Primary School,Birkdale
38.1,65.3,71.3,Birkdale Primary School,Birkdale
57.6,34.2,67.5,Birkdale Primary School,Birkdale
55.3,0.0,49.4,Birkdale Primary School,Birkdale
51.5,43.5,51.4,Birkdale Primary School,Birkdale
78.0,49.8,79.2,Birkdale Primary School,Birkdale
54.0,56.8,62.2,Birkdale Primary School,Birkdale
42.5,53.8,56.5,Birkdale Primary School,Birkdale
68.9,81.4,39.5,Birkdale Primary School,Birkdale
51.5,79.7,59.2,Birkdale Primary School,Birkdale
55.3,72.3,59.7,Birkdale Primary School,Birkdale
67.3,62.9,65.3,Birkdale Primary School,Birkdale
69.6,94.6,36.8,Birkdale Primary School,Birkdale
77.5,47.4,47.1,Birkdale Primary School,Birkdale
73.3,66.2,54.3,Birkdale Primary School,Birkdale
97.6,62.3,61.0,Birkdale Primary School,Birkdale
18.9,66.8,38.9,Birkdale Primary School,Birkdale
70.3,58.1,61.3,Birkdale Primary School,Birkdale
39.9,37.7,59.4,Birkdale Primary School,Birkdale
38.8,48.1,53.4,Birkdale Primary School,Birkdale
43.7,54.5,45.8,Birkdale Primary School,Birkdale
67.5,51.9,48.6,Birkdale Primary School,Birkdale
43.5,45.1,53.5,Birkdale Primary School,Birkdale
73.8,44.8,58.0,Birkdale Primary School,Birkdale
49.6,48.6,65.7,Birkdale Primary School,Birkdale
68.6,27.3,48.7,Birkdale Primary School,Birkdale
25.8,97.4,60.7,Birkdale Primary School,Birkdale
37.6,65.7,40.2,Birkdale Primary School,Birkdale
46.3,52.4,71.8,Birkdale Primary School,Birkdale
79.5,53.3,36.2,Birkdale Primary School,Birkdale
54.6,68.6,47.1,Birkdale Primary School,Birkdale
42.0,72.5,59.9,Birkdale Primary School,Birkdale
30.3,47.6,35.9,Birkdale Primary School,Birkdale
61.3,47.7,29.6,Bishop David Sheppard CofE Primary School,Southport
53.8,41.7,58.4,Bishop David Sheppard CofE Primary School,Southport
64.7,60.0,62.1,Bishop David Sheppard CofE Primary School,Southport
31.2,84.7,82.3,Bishop David Sheppard CofE Primary School,Southport
60.1,55.5,63.2,Bishop David Sheppard CofE Primary School,Southport
64.8,42.1,57.5,Bishop David Sheppard CofE Primary School,Southport
46.9,88.5,51.5,Bishop David Sheppard CofE Primary School,Southport
52.0,47.3,53.9,Bishop David Sheppard CofE Primary School,Southport
38.5,68.0,44.8,Bishop David Sheppard CofE Primary School,Southport
47.7,49.8,67.6,Bishop David Sheppard CofE Primary School,Southport
54.3,47.8,13.9,Bishop David Sheppard CofE Primary School,Southport
37.2,65.2,61.7,Bishop David Sheppard CofE Primary School,Southport
65.7,77.4,57.0,Bishop David Sheppard CofE Primary School,Southport
49.0,65.7,18.4,Bishop David Sheppard CofE Primary School,Southport
68.5,59.4,71.1,Bishop David Sheppard CofE Primary School,Southport
50.5,67.2,67.9,Bishop David Sheppard CofE Primary School,Southport
72.2,62.2,42.8,Bishop David Sheppard CofE Primary School,Southport
56.5,79.2,64.3,Bishop David Sheppard CofE Primary School,Southport
47.3,59.7,80.4,Bishop David Sheppard CofE Primary School,Southport
46.8,58.6,64.3,Bishop David Sheppard CofE Primary School,Southport
31.4,43.4,44.0,Bishop David Sheppard CofE Primary School,Southport
41.1,81.1,19.0,Bishop David Sheppard CofE Primary School,Southport
70.6,53.5,59.5,Bishop David Sheppard CofE Primary School,Southport
58.2,59.9,47.8,Bishop David Sheppard CofE Primary School,Southport
67.5,47.4,36.5,Bishop David Sheppard CofE Primary School,Southport
49.8,47.0,21.2,Bishop David Sheppard CofE Primary School,Southport
54.7,60.6,32.7,Bishop David Sheppard CofE Primary School,Southport
59.2,53.3,0.0,Bishop David Sheppard CofE Primary School,Southport
66.0,40.7,81.2,Bishop David Sheppard CofE Primary School,Southport
55.0,56.8,63.5,Bishop David Sheppard CofE Primary School,Southport
71.1,67.1,45.6,Bishop David Sheppard CofE Primary School,Southport
83.2,25.1,23.2,Bishop David Sheppard CofE Primary School,Southport
63.0,49.6,86.2,Bishop David Sheppard CofE Primary School,Southport
34.7,45.9,38.3,Bishop David Sheppard CofE Primary School,Southport
81.1,89.6,34.1,Bishop David Sheppard CofE Primary School,Southport
60.8,56.6,45.2,Bishop David Sheppard CofE Primary School,Southport
51.5,43.4,69.2,Bishop David Sheppard CofE Primary School,Southport
48.5,63.3,69.6,Bishop David Sheppard CofE Primary School,Southport
57.1,39.7,53.6,Bishop David Sheppard CofE Primary School,Southport
